1	0	1	1
2	0	2	2
3	0	3	2
4	0	4	2
5	0	5	2
6	0	6	2
7	0	7	2
8	0	8	2
9	0	9	2
10	0	12	2
11	0	13	2
12	0	14	5
13	0	16	2
14	0	17	2
15	0	18	2
16	0	10	3
17	0	21	2
18	0	22	2
19	0	20	2
20	0	23	2
21	0	24	2
22	0	25	2
23	0	28	2
24	0	31	2
25	0	30	2
26	0	27	2
27	0	29	2
28	0	33	2
30	0	37	2
31	0	34	2
32	0	39	2
33	0	40	2
34	0	44	3
35	0	45	3
36	0	47	2
37	0	49	2
38	0	50	2
39	0	48	2
40	0	42	2
41	0	51	2
42	0	43	2
43	0	41	2
44	0	52	2
45	0	54	2
46	0	53	2
47	0	46	2
48	0	35	2
49	0	56	2
50	0	59	2
51	0	58	2
52	0	36	2
53	0	60	3
54	0	62	2
55	0	63	2
56	0	64	2
57	0	57	2
58	0	55	3
59	0	61	3
60	0	65	2
61	0	66	2
62	0	67	3
63	0	68	9
64	0	69	3
65	0	71	2
66	0	70	2
67	0	72	3
68	0	73	2
69	0	75	2
70	0	74	2
71	0	77	2
72	0	76	2
73	0	79	2
74	0	78	2
75	0	80	3
76	0	81	3
77	0	83	2
78	0	86	3
79	0	87	2
80	0	88	2
81	0	89	3
82	0	90	2
83	0	91	2
84	0	93	2
85	0	94	2
86	0	97	2
87	0	100	2
88	0	98	2
89	0	95	3
90	0	102	2
91	0	103	2
92	0	104	3
93	0	105	3
94	0	107	2
95	0	106	2
96	0	108	2
97	0	82	3
98	0	85	2
99	0	84	2
100	0	110	2
101	0	96	3
102	0	111	2
103	0	112	3
104	0	109	3
105	0	114	2
106	0	113	2
107	0	116	2
108	0	117	2
109	0	115	2
110	0	118	2
111	0	119	2
112	0	120	2
113	0	123	3
114	0	121	2
115	0	124	2
116	0	125	2
117	0	122	3
118	0	126	2
119	0	99	2
120	0	101	2
121	0	128	2
122	0	127	3
123	0	129	2
124	0	130	2
125	0	132	3
126	0	133	2
127	0	136	2
128	0	135	2
129	0	134	2
130	0	137	2
131	0	138	2
132	0	139	2
133	0	140	2
134	0	142	2
135	0	143	2
136	0	144	2
137	0	146	3
138	0	147	2
139	0	149	2
140	0	148	2
141	0	150	2
142	0	152	3
143	0	153	2
144	0	155	3
145	0	156	3
146	0	157	3
147	0	158	2
148	0	159	2
149	0	160	3
150	0	161	3
151	0	162	3
152	0	164	3
153	0	165	2
154	0	166	3
155	0	163	2
156	0	168	2
157	0	169	2
158	0	167	2
159	0	172	12
160	0	174	2
161	0	175	9
162	0	171	2
163	0	177	3
165	0	180	2
166	0	178	2
167	0	176	2
168	0	182	3
169	0	181	2
170	0	184	2
171	0	183	2
172	0	145	3
173	0	151	2
174	0	154	3
175	0	170	3
176	0	173	2
177	0	185	2
178	0	186	2
179	0	188	3
180	0	187	2
181	0	190	3
182	0	189	3
183	0	192	3
184	0	193	3
185	0	195	2
186	0	196	2
187	0	197	3
188	0	199	3
189	0	198	3
190	0	194	3
191	0	191	2
192	0	200	3
193	0	83	13	1
194	0	144	13	2
195	0	184	13	3
196	0	72	13	4
197	0	132	13	5
198	0	157	13	6
199	0	140	13	7
200	0	180	13	8
201	0	147	13	9
202	0	81	13	10
204	0	128	13	12
205	0	60	13	13
206	0	68	13	14
207	0	107	13	15
208	0	65	13	16
209	0	105	13	17
210	0	80	13	18
211	0	102	13	19
212	0	127	13	20
213	0	197	13	21
214	0	167	13	22
215	0	172	13	23
216	0	175	13	24
217	0	103	13	25
218	0	133	13	26
219	0	119	13	27
220	0	156	13	28
221	0	34	13	29
222	0	178	13	30
223	0	56	13	31
224	0	109	13	32
225	0	93	13	33
226	0	177	13	34
227	0	126	13	35
228	0	198	13	36
229	0	95	13	37
230	0	155	13	38
231	0	158	13	39
232	0	61	13	40
233	0	1	13	41
234	0	14	13	42
